season,date,home_team,away_team,side,prob,odds,ev,kelly,stake,won,profit,bankroll
2024-25,2025-01-15,Everton,Aston Villa,away,0.5299,2.3,0.2187,0.0421,1.28,True,1.66,32.03
2024-25,2025-01-15,Bochum,St Pauli,away,0.464,2.75,0.276,0.0394,1.26,False,-1.26,30.77
2024-25,2025-01-15,Stuttgart,RB Leipzig,home,0.5579,1.95,0.0879,0.0231,0.71,True,0.68,31.45
2024-25,2025-01-17,Ein Frankfurt,Dortmund,home,0.6234,2.55,0.5896,0.0625,1.97,True,3.05,34.5
2024-25,2025-01-18,Holstein Kiel,Hoffenheim,home,0.4131,3.0,0.2394,0.0299,1.03,False,-1.03,33.47
2024-25,2025-01-18,West Ham,Crystal Palace,away,0.4132,2.63,0.0868,0.0133,0.45,True,0.73,34.2
2024-25,2025-01-18,Stuttgart,Freiburg,home,0.6404,1.65,0.0567,0.0218,0.75,True,0.48,34.68
2024-25,2025-01-19,Man United,Brighton,home,0.5358,2.1,0.1251,0.0284,0.98,False,-0.98,33.7
2024-25,2025-01-19,Everton,Tottenham,away,0.435,2.45,0.0657,0.0113,0.38,False,-0.38,33.32
2024-25,2025-01-19,Union Berlin,Mainz,away,0.4009,2.88,0.1545,0.0206,0.69,False,-0.69,32.63
2024-25,2025-01-25,Bournemouth,Nott'm Forest,home,0.5391,2.05,0.1052,0.0251,0.82,True,0.86,33.49
2024-25,2025-01-25,Man City,Chelsea,home,0.5583,2.05,0.1444,0.0344,1.15,True,1.21,34.7
2024-25,2025-01-25,Augsburg,Heidenheim,home,0.6234,1.82,0.1345,0.041,1.42,True,1.17,35.87
2024-25,2025-01-25,RB Leipzig,Leverkusen,home,0.4855,3.7,0.7962,0.0625,2.24,False,-2.24,33.63
2024-25,2025-01-25,Mainz,Stuttgart,away,0.4517,2.45,0.1066,0.0184,0.62,False,-0.62,33.01
2024-25,2025-01-26,Fulham,Man United,home,0.6193,2.3,0.4245,0.0625,2.06,False,-2.06,30.95
2024-25,2025-01-26,Crystal Palace,Brentford,home,0.5241,2.05,0.0744,0.0177,0.55,False,-0.55,30.4
2024-25,2025-01-26,St Pauli,Union Berlin,away,0.4406,3.0,0.3219,0.0402,1.22,False,-1.22,29.18
2024-25,2025-02-01,Bournemouth,Liverpool,home,0.4087,4.5,0.8392,0.0599,1.75,False,-1.75,27.43
2024-25,2025-02-01,Newcastle,Fulham,home,0.6333,1.7,0.0765,0.0273,0.75,False,-0.75,26.68
2024-25,2025-02-01,St Pauli,Augsburg,away,0.4718,3.1,0.4626,0.0551,1.47,False,-1.47,25.21
2024-25,2025-02-01,Ipswich,Southampton,home,0.5284,1.95,0.0305,0.008,0.2,False,-0.2,25.01
2024-25,2025-02-01,Union Berlin,RB Leipzig,away,0.5544,2.25,0.2474,0.0495,1.24,False,-1.24,23.77
2024-25,2025-02-01,Everton,Leicester,away,0.476,4.5,1.1421,0.0625,1.49,False,-1.49,22.28
2024-25,2025-02-01,Heidenheim,Dortmund,home,0.5655,4.33,1.4485,0.0625,1.39,False,-1.39,20.89
2024-25,2025-02-01,Bochum,Freiburg,home,0.5123,2.8,0.4345,0.0603,1.26,False,-1.26,19.63
2024-25,2025-02-02,Brentford,Tottenham,home,0.5535,2.1,0.1623,0.0369,0.72,False,-0.72,18.91
2024-25,2025-02-02,Ein Frankfurt,Wolfsburg,away,0.5558,3.6,1.001,0.0625,1.18,False,-1.18,17.73
2024-25,2025-02-08,M'gladbach,Ein Frankfurt,home,0.5289,2.63,0.3909,0.06,1.06,False,-1.06,16.67
2024-25,2025-02-08,Hoffenheim,Union Berlin,away,0.4274,3.2,0.3677,0.0418,0.7,True,1.53,18.2
2024-25,2025-02-09,Holstein Kiel,Bochum,home,0.5443,2.25,0.2246,0.0449,0.82,False,-0.82,17.38
2024-25,2025-02-14,Brighton,Chelsea,away,0.4305,2.45,0.0547,0.0094,0.16,False,-0.16,17.22
2024-25,2025-02-15,Crystal Palace,Everton,home,0.5976,1.8,0.0758,0.0237,0.41,False,-0.41,16.81
2024-25,2025-02-15,West Ham,Brentford,away,0.4313,2.88,0.242,0.0322,0.54,True,1.02,17.83
2024-25,2025-02-15,Leverkusen,Bayern Munich,away,0.4592,2.25,0.0333,0.0067,0.12,False,-0.12,17.71
2024-25,2025-02-15,St Pauli,Freiburg,away,0.4089,2.88,0.1776,0.0236,0.42,True,0.79,18.5
2024-25,2025-02-15,Stuttgart,Wolfsburg,away,0.5659,4.2,1.3766,0.0625,1.16,True,3.7,22.2
2024-25,2025-02-15,Union Berlin,M'gladbach,away,0.402,3.1,0.2462,0.0293,0.65,True,1.37,23.57
2024-25,2025-02-16,Heidenheim,Mainz,away,0.5831,2.05,0.1954,0.0465,1.1,True,1.15,24.72
2024-25,2025-02-16,Werder Bremen,Hoffenheim,home,0.5976,1.85,0.1056,0.0311,0.77,False,-0.77,23.95
2024-25,2025-02-19,Aston Villa,Liverpool,home,0.4442,3.9,0.7324,0.0625,1.5,False,-1.5,22.45
2024-25,2025-02-21,Freiburg,Werder Bremen,home,0.5433,2.0,0.0867,0.0217,0.49,True,0.49,22.94
2024-25,2025-02-21,Leicester,Brentford,away,0.5521,1.91,0.0546,0.015,0.34,True,0.31,23.25
2024-25,2025-02-22,Aston Villa,Chelsea,home,0.5531,2.63,0.4545,0.0625,1.45,True,2.37,25.62
2024-25,2025-02-22,Fulham,Crystal Palace,home,0.6121,2.05,0.2549,0.0607,1.56,False,-1.56,24.06
2024-25,2025-02-23,Hoffenheim,Stuttgart,home,0.433,3.5,0.5156,0.0516,1.24,False,-1.24,22.82
2024-25,2025-02-23,Man City,Liverpool,home,0.6124,2.88,0.7638,0.0625,1.43,False,-1.43,21.39
2024-25,2025-02-25,Crystal Palace,Aston Villa,home,0.5523,2.45,0.3532,0.0609,1.3,True,1.89,23.28
2024-25,2025-02-25,Wolves,Fulham,home,0.4215,2.63,0.1086,0.0167,0.39,False,-0.39,22.89
2024-25,2025-02-26,Brentford,Everton,home,0.5802,2.0,0.1604,0.0401,0.92,False,-0.92,21.97
2024-25,2025-02-26,Tottenham,Man City,home,0.4217,3.25,0.3704,0.0412,0.91,False,-0.91,21.06
2024-25,2025-03-01,Werder Bremen,Wolfsburg,away,0.5613,2.6,0.4595,0.0625,1.32,True,2.11,23.17
2024-25,2025-03-01,RB Leipzig,Mainz,home,0.5597,1.95,0.0913,0.024,0.56,False,-0.56,22.61
2024-25,2025-03-01,Bochum,Hoffenheim,home,0.5459,2.4,0.3101,0.0554,1.25,False,-1.25,21.36
2024-25,2025-03-01,St Pauli,Dortmund,away,0.6205,1.83,0.1355,0.0408,0.87,True,0.72,22.08
2024-25,2025-03-02,Augsburg,Freiburg,away,0.4457,2.7,0.2034,0.0299,0.66,False,-0.66,21.42
2024-25,2025-03-07,M'gladbach,Mainz,away,0.5067,2.7,0.3681,0.0541,1.16,True,1.97,23.39
2024-25,2025-03-08,Wolves,Everton,home,0.5468,2.6,0.4216,0.0625,1.46,False,-1.46,21.93
2024-25,2025-03-08,Brentford,Aston Villa,home,0.6105,2.2,0.3431,0.0625,1.37,False,-1.37,20.56
2024-25,2025-03-08,Brighton,Fulham,home,0.6043,1.95,0.1784,0.047,0.97,True,0.92,21.48
2024-25,2025-03-08,Wolfsburg,St Pauli,home,0.5989,1.75,0.0481,0.016,0.34,False,-0.34,21.14
2024-25,2025-03-08,Freiburg,RB Leipzig,away,0.4329,2.7,0.1687,0.0248,0.52,False,-0.52,20.62
2024-25,2025-03-08,Nott'm Forest,Man City,away,0.5756,1.85,0.0649,0.0191,0.39,False,-0.39,20.23
2024-25,2025-03-10,West Ham,Newcastle,home,0.4633,3.25,0.5057,0.0562,1.14,False,-1.14,19.09
2024-25,2025-03-15,Man City,Brighton,away,0.4261,4.5,0.9172,0.0625,1.19,False,-1.19,17.9
2024-25,2025-03-15,Werder Bremen,M'gladbach,away,0.4113,2.8,0.1517,0.0211,0.38,True,0.68,18.58
2024-25,2025-03-15,Mainz,Freiburg,home,0.5786,1.95,0.1282,0.0337,0.63,False,-0.63,17.95
2024-25,2025-03-15,Ipswich,Nott'm Forest,away,0.5784,2.0,0.1568,0.0392,0.7,True,0.7,18.65
2024-25,2025-03-15,RB Leipzig,Dortmund,home,0.575,2.38,0.3686,0.0625,1.17,True,1.61,20.26
2024-25,2025-03-15,Southampton,Wolves,away,0.5732,2.0,0.1464,0.0366,0.74,True,0.74,21.0
2024-25,2025-03-16,Leicester,Man United,away,0.608,1.83,0.1126,0.0339,0.71,True,0.59,21.59
2024-25,2025-03-16,Fulham,Tottenham,home,0.5704,2.0,0.1408,0.0352,0.76,True,0.76,22.35
2024-25,2025-03-16,Heidenheim,Holstein Kiel,home,0.5558,2.0,0.1116,0.0279,0.62,True,0.62,22.97
2024-25,2025-03-16,Stuttgart,Leverkusen,home,0.5651,3.1,0.7519,0.0625,1.44,False,-1.44,21.53
2024-25,2025-03-16,Bochum,Ein Frankfurt,home,0.4346,3.1,0.3472,0.0413,0.89,False,-0.89,20.64
2024-25,2025-03-16,Arsenal,Chelsea,home,0.6218,1.8,0.1192,0.0373,0.77,True,0.62,21.26
2024-25,2025-03-29,Holstein Kiel,Werder Bremen,home,0.4589,3.2,0.4684,0.0532,1.13,False,-1.13,20.13
2024-25,2025-03-29,Ein Frankfurt,Stuttgart,home,0.5729,2.5,0.4323,0.0625,1.26,True,1.89,22.02
2024-25,2025-03-29,Wolfsburg,Heidenheim,home,0.6223,1.67,0.0393,0.0147,0.32,False,-0.32,21.7
2024-25,2025-03-30,Freiburg,Union Berlin,home,0.5644,2.0,0.1288,0.0322,0.7,False,-0.7,21.0
2024-25,2025-04-01,Wolves,West Ham,away,0.4465,2.9,0.2948,0.0388,0.81,False,-0.81,20.19
2024-25,2025-04-01,Nott'm Forest,Man United,home,0.5818,2.3,0.3381,0.0625,1.26,True,1.64,21.83
2024-25,2025-04-02,Brighton,Aston Villa,home,0.6336,2.05,0.2989,0.0625,1.36,False,-1.36,20.47
2024-25,2025-04-02,Newcastle,Brentford,home,0.6045,1.73,0.0458,0.0157,0.32,True,0.23,20.7
2024-25,2025-04-05,Freiburg,Dortmund,home,0.4931,3.1,0.5286,0.0625,1.29,False,-1.29,19.41
2024-25,2025-04-05,Bochum,Stuttgart,home,0.5687,3.1,0.7628,0.0625,1.21,False,-1.21,18.2
2024-25,2025-04-05,Werder Bremen,Ein Frankfurt,away,0.44,2.5,0.1,0.0167,0.3,False,-0.3,17.9
2024-25,2025-04-06,St Pauli,M'gladbach,away,0.5162,2.75,0.4195,0.0599,1.07,False,-1.07,16.83
2024-25,2025-04-06,Brentford,Chelsea,home,0.3827,3.2,0.2245,0.0255,0.43,False,-0.43,16.4
2024-25,2025-04-11,Wolfsburg,RB Leipzig,away,0.5137,2.3,0.1816,0.0349,0.57,True,0.74,17.14
2024-25,2025-04-12,M'gladbach,Freiburg,home,0.5857,2.15,0.2592,0.0564,0.97,False,-0.97,16.17
2024-25,2025-04-12,Nott'm Forest,Everton,home,0.5947,2.1,0.2489,0.0566,0.92,False,-0.92,15.25
2024-25,2025-04-12,Hoffenheim,Mainz,home,0.5128,2.7,0.3846,0.0566,0.86,True,1.47,16.72
2024-25,2025-04-13,Ein Frankfurt,Heidenheim,home,0.6271,1.73,0.0848,0.0291,0.49,True,0.36,17.08
2024-25,2025-04-19,Brentford,Brighton,away,0.4335,2.63,0.1402,0.0215,0.37,False,-0.37,16.71
2024-25,2025-04-19,Everton,Man City,home,0.4177,3.7,0.5457,0.0505,0.84,False,-0.84,15.87
2024-25,2025-04-19,Werder Bremen,Bochum,home,0.6313,1.73,0.0922,0.0316,0.5,True,0.37,16.24
2024-25,2025-04-19,Mainz,Wolfsburg,home,0.5218,2.0,0.0436,0.0109,0.18,False,-0.18,16.06
2024-25,2025-04-19,Crystal Palace,Bournemouth,home,0.4823,2.45,0.1817,0.0313,0.5,False,-0.5,15.56
2024-25,2025-04-19,Union Berlin,Stuttgart,away,0.4293,2.45,0.0518,0.0089,0.14,False,-0.14,15.42
2024-25,2025-04-20,Man United,Wolves,home,0.5723,2.0,0.1445,0.0361,0.56,False,-0.56,14.86
2024-25,2025-04-20,Fulham,Chelsea,home,0.4839,2.7,0.3065,0.0451,0.67,False,-0.67,14.19
2024-25,2025-04-22,Man City,Aston Villa,home,0.6032,1.8,0.0857,0.0268,0.38,True,0.3,14.49
2024-25,2025-04-26,Ein Frankfurt,RB Leipzig,home,0.5896,2.15,0.2677,0.0582,0.84,True,0.97,15.46
2024-25,2025-04-26,Holstein Kiel,M'gladbach,home,0.4387,3.1,0.3601,0.0429,0.66,True,1.39,16.85
2024-25,2025-04-27,Werder Bremen,St Pauli,home,0.5648,1.85,0.0448,0.0132,0.22,False,-0.22,16.63
2024-25,2025-04-27,Bochum,Union Berlin,away,0.4946,3.1,0.5332,0.0625,1.04,False,-1.04,15.59
2024-25,2025-05-01,Nott'm Forest,Brentford,home,0.6057,2.15,0.3024,0.0625,0.97,False,-0.97,14.62
2024-25,2025-05-03,Leicester,Southampton,away,0.4061,2.88,0.1696,0.0226,0.33,False,-0.33,14.29
2024-25,2025-05-03,Union Berlin,Werder Bremen,home,0.4556,2.7,0.2301,0.0338,0.48,False,-0.48,13.81
2024-25,2025-05-03,St Pauli,Stuttgart,home,0.4517,2.62,0.1835,0.0283,0.39,False,-0.39,13.42
2024-25,2025-05-03,Arsenal,Bournemouth,home,0.6065,2.05,0.2433,0.0579,0.78,False,-0.78,12.64
2024-25,2025-05-03,Aston Villa,Fulham,home,0.6269,1.77,0.1096,0.0356,0.45,True,0.35,12.99
2024-25,2025-05-04,West Ham,Tottenham,home,0.5195,2.1,0.091,0.0207,0.27,False,-0.27,12.72
2024-25,2025-05-04,Freiburg,Leverkusen,home,0.4583,3.2,0.4665,0.053,0.67,False,-0.67,12.05
2024-25,2025-05-04,Brighton,Newcastle,away,0.4563,2.3,0.0494,0.0095,0.11,False,-0.11,11.94
2024-25,2025-05-04,Mainz,Ein Frankfurt,away,0.4002,2.9,0.1605,0.0211,0.25,False,-0.25,11.69
2024-25,2025-05-09,Wolfsburg,Hoffenheim,home,0.4758,2.2,0.0468,0.0097,0.11,False,-0.11,11.58
2024-25,2025-05-10,Werder Bremen,RB Leipzig,home,0.5687,2.35,0.3365,0.0623,0.72,False,-0.72,10.86
2024-25,2025-05-10,Bochum,Mainz,away,0.5181,2.3,0.1915,0.0368,0.4,True,0.52,11.38
2024-25,2025-05-10,Bournemouth,Aston Villa,home,0.585,2.4,0.4039,0.0625,0.71,False,-0.71,10.67
2024-25,2025-05-10,Wolves,Brighton,home,0.4574,2.7,0.235,0.0346,0.37,False,-0.37,10.3
2024-25,2025-05-10,Union Berlin,Heidenheim,home,0.4728,2.25,0.0638,0.0128,0.13,False,-0.13,10.17
2024-25,2025-05-11,Newcastle,Chelsea,home,0.4947,2.1,0.039,0.0089,0.09,True,0.1,10.27
2024-25,2025-05-11,Tottenham,Crystal Palace,away,0.5897,2.5,0.4742,0.0625,0.64,True,0.96,11.23
2024-25,2025-05-11,Liverpool,Arsenal,home,0.5818,2.0,0.1635,0.0409,0.46,False,-0.46,10.77
2024-25,2025-05-17,Heidenheim,Werder Bremen,away,0.4347,2.75,0.1953,0.0279,0.3,True,0.53,11.3
2024-25,2025-05-17,Freiburg,Ein Frankfurt,home,0.5762,2.35,0.3541,0.0625,0.71,False,-0.71,10.59
2024-25,2025-05-17,Mainz,Leverkusen,away,0.417,3.0,0.251,0.0314,0.33,False,-0.33,10.26
2024-25,2025-05-18,Leicester,Ipswich,home,0.5526,2.3,0.2711,0.0521,0.53,True,0.69,10.95
2024-25,2025-05-20,Crystal Palace,Wolves,home,0.6137,2.25,0.3809,0.0625,0.68,True,0.86,11.81
2024-25,2025-05-25,Nott'm Forest,Chelsea,home,0.4898,3.0,0.4694,0.0587,0.69,False,-0.69,11.12
2024-25,2025-05-25,Wolves,Brentford,away,0.484,2.45,0.1859,0.032,0.36,False,-0.36,10.76
2024-25,2025-05-25,Man United,Aston Villa,home,0.495,4.33,1.1433,0.0625,0.67,True,2.24,13.0
2024-25,2025-05-25,Ipswich,West Ham,away,0.499,2.2,0.0979,0.0204,0.27,True,0.32,13.32
